ID,User ID,Product ID,Subtotal,Tax,Total,Discount ($),Created At,Quantity
14830,1976,151,R$ 91.61,R$ -,R$ 91.61,,01/04/2020,4
3460,493,151,R$ 91.61,R$ 3.66,R$ 95.27,,01/04/2020,3
171,29,58,R$ 78.15,R$ 4.49,R$ 79.56,R$ 3.08,01/04/2020,3
9140,1225,102,R$ 47.04,R$ 3.06,R$ 50.10,,01/04/2020,2
2534,350,135,R$ 45.80,R$ 2.75,R$ 48.55,,01/04/2020,2
10862,1431,42,R$ 38.00,R$ 2.85,R$ 40.85,,01/04/2020,2
17310,2300,67,R$ 41.24,R$ 1.65,R$ 42.89,,01/04/2020,2
7492,1019,15,R$ 37.65,R$ 1.88,R$ 39.53,,01/04/2020,2
3591,509,153,R$ 66.80,R$ 4.68,R$ 71.48,,01/04/2020,3
2414,334,37,R$ 80.11,R$ 4.41,R$ 84.52,,01/04/2020,3
6348,865,93,R$ 49.82,R$ 2.74,R$ 52.56,,01/04/2020,3
1314,173,145,R$ 61.20,R$ 3.52,R$ 64.72,,01/04/2020,3
7692,1048,136,R$ 105.20,R$ 4.44,R$ 109.64,,01/04/2020,3
615,74,158,R$ 139.89,R$ 9.79,R$ 149.68,,31/03/2020,1
17312,2304,196,R$ 70.15,R$ 2.81,R$ 72.96,,31/03/2020,0
9395,1246,196,R$ 70.15,R$ 4.56,R$ 74.71,,31/03/2020,1
3264,461,128,R$ 75.08,R$ 2.18,R$ 77.26,,31/03/2020,0
10548,1389,128,R$ 75.08,R$ 4.50,R$ 72.15,R$ 7.43,31/03/2020,1
15514,2082,118,R$ 57.63,R$ 3.60,R$ 61.23,,31/03/2020,1
17348,2310,61,R$ 23.54,R$ 0.94,R$ 20.40,R$ 4.07,31/03/2020,1
8239,1109,59,R$ 89.20,R$ 5.35,R$ 94.55,,31/03/2020,1
18490,2458,198,R$ 70.15,R$ -,R$ 70.15,,31/03/2020,1
15110,2031,9,R$ 87.47,R$ 6.01,R$ 92.20,R$ 1.28,31/03/2020,1
2784,391,96,R$ 104.82,R$ 3.04,R$ 102.43,R$ 5.43,31/03/2020,1
3296,468,107,R$ 50.09,R$ 2.12,R$ 52.21,,31/03/2020,1
10501,1383,65,R$ 68.23,R$ 4.26,R$ 69.14,R$ 3.35,31/03/2020,1
5916,799,22,R$ 32.14,R$ 1.61,R$ 33.75,,31/03/2020,1
5325,713,85,R$ 54.90,R$ 3.57,R$ 58.47,,31/03/2020,1
5356,718,6,R$ 97.44,R$ 4.87,R$ 102.31,,31/03/2020,1
2027,282,175,R$ 117.32,R$ 7.04,R$ 121.92,R$ 2.44,30/03/2020,1
1688,236,28,R$ 68.12,R$ 4.09,R$ 72.21,,30/03/2020,1
4381,609,60,R$ 29.80,R$ 1.49,R$ 31.29,,30/03/2020,1
12532,1654,93,R$ 49.82,R$ 3.11,R$ 52.93,,30/03/2020,1
9447,1254,18,R$ 81.90,R$ -,R$ 81.90,,30/03/2020,1
9510,1266,2,R$ 105.12,R$ -,R$ 105.12,,30/03/2020,1
1226,156,81,R$ 43.93,R$ 2.75,R$ 46.68,,30/03/2020,1
12202,1602,79,R$ 41.62,R$ -,R$ 41.62,,30/03/2020,4
1718,240,32,R$ 107.14,R$ 6.43,R$ 113.57,,30/03/2020,8
9761,1294,148,R$ 138.98,R$ 8.34,R$ 147.32,,30/03/2020,1
4231,587,186,R$ 98.98,R$ 5.69,R$ 104.67,,30/03/2020,1
10969,1448,59,R$ 89.20,R$ 2.59,R$ 91.79,,30/03/2020,1
7181,975,56,R$ 36.37,R$ 1.82,R$ 38.19,,30/03/2020,1
7061,960,46,R$ 118.05,R$ 5.90,R$ 123.95,,30/03/2020,1
10307,1354,48,R$ 123.21,R$ 7.70,R$ 130.91,,30/03/2020,1
14006,1855,73,R$ 71.63,R$ 3.58,R$ 75.21,,30/03/2020,1
7887,1065,195,R$ 109.78,R$ -,R$ 109.78,,30/03/2020,1
13783,1825,118,R$ 57.63,R$ -,R$ 57.63,,30/03/2020,1
18218,2419,101,R$ 139.82,R$ 9.09,R$ 148.91,,30/03/2020,1
2914,411,35,R$ 71.54,R$ 3.40,R$ 74.94,,29/03/2020,1
11523,1526,196,R$ 70.15,R$ 3.86,R$ 71.14,R$ 2.87,29/03/2020,1
15194,2038,132,R$ 127.88,R$ -,R$ 127.88,,29/03/2020,1
2467,342,147,R$ 66.65,R$ 4.17,R$ 70.82,,29/03/2020,1
5125,691,87,R$ 117.26,R$ 7.33,R$ 124.59,,29/03/2020,1
3186,452,54,R$ 62.09,R$ 1.80,R$ 63.89,,29/03/2020,1
5389,725,59,R$ 89.20,R$ -,R$ 89.20,,29/03/2020,1
894,122,60,R$ 29.80,R$ 2.24,R$ 32.04,,29/03/2020,1
4061,564,47,R$ 84.08,R$ 4.20,R$ 88.28,,29/03/2020,1
16206,2161,139,R$ 76.78,R$ 3.07,R$ 79.85,,29/03/2020,1
2712,376,151,R$ 91.61,R$ 6.41,R$ 91.17,R$ 6.85,29/03/2020,1
406,57,135,R$ 45.80,R$ 2.75,R$ 48.55,,29/03/2020,1
10715,1414,136,R$ 105.20,R$ 6.84,R$ 112.04,,29/03/2020,1
969,136,147,R$ 66.65,R$ 4.17,R$ 70.82,,29/03/2020,0
15542,2084,89,R$ 63.72,R$ 3.50,R$ 67.22,,29/03/2020,1
15573,2088,143,R$ 61.20,R$ 3.67,R$ 64.87,,29/03/2020,1
5305,712,129,R$ 148.17,R$ 8.52,R$ 156.69,,29/03/2020,1
6029,813,74,R$ 51.13,R$ 3.32,R$ 54.45,,28/03/2020,1
503,65,62,R$ 133.52,R$ 5.34,R$ 133.77,R$ 5.09,28/03/2020,1
12581,1660,150,R$ 128.55,R$ 5.14,R$ 133.69,,28/03/2020,1
13138,1734,102,R$ 47.04,R$ 2.23,R$ 49.27,,28/03/2020,1
8289,1114,179,R$ 68.32,R$ 4.70,R$ 73.02,,28/03/2020,1
3955,552,45,R$ 118.05,R$ 4.99,R$ 123.04,,28/03/2020,1
1899,269,196,R$ 70.15,R$ 4.38,R$ 66.34,R$ 8.19,28/03/2020,1
10092,1331,29,R$ 123.57,R$ 7.72,R$ 131.29,,28/03/2020,1
1145,153,83,R$ 81.88,R$ 4.09,R$ 85.97,,28/03/2020,1
4756,654,175,R$ 117.32,R$ 7.63,R$ 124.95,,28/03/2020,1
6251,841,59,R$ 89.20,R$ -,R$ 89.20,,28/03/2020,1
2850,403,29,R$ 123.57,R$ 7.72,R$ 131.29,,28/03/2020,1
4860,665,186,R$ 98.98,R$ 4.70,R$ 103.68,,28/03/2020,1
18760,2500,138,R$ 113.95,R$ 6.84,R$ 120.79,,28/03/2020,1
9996,1319,46,R$ 118.05,R$ 7.08,R$ 122.86,R$ 2.27,28/03/2020,1
815,111,174,R$ 111.61,R$ 4.46,R$ 116.07,,28/03/2020,1
7118,968,87,R$ 117.26,R$ 7.04,R$ 124.30,,28/03/2020,1
4184,578,13,R$ 112.63,R$ 4.51,R$ 117.14,,28/03/2020,1
13929,1843,152,R$ 48.90,R$ 2.93,R$ 51.83,,28/03/2020,1
10107,1335,24,R$ 112.31,R$ 7.72,R$ 120.03,,28/03/2020,1
6024,809,173,R$ 122.37,R$ 7.34,R$ 129.71,,27/03/2020,1
318,48,43,R$ 76.35,R$ 4.96,R$ 81.31,,27/03/2020,1
6071,817,130,R$ 75.03,R$ 4.50,R$ 79.53,,27/03/2020,1
3958,554,88,R$ 105.41,R$ 5.27,R$ 110.68,,27/03/2020,1
2201,307,94,R$ 109.22,R$ 4.70,R$ 113.92,,27/03/2020,1
14566,1945,144,R$ 61.20,R$ 2.45,R$ 63.65,,27/03/2020,1
13579,1791,147,R$ 66.65,R$ 2.87,R$ 61.47,R$ 8.05,27/03/2020,1
10415,1375,160,R$ 47.59,R$ 3.33,R$ 50.92,,27/03/2020,1
6898,931,103,R$ 47.04,R$ 2.82,R$ 49.86,,27/03/2020,1
18673,2487,188,R$ 33.88,R$ 2.03,R$ 35.91,,27/03/2020,1
9086,1215,183,R$ 56.70,R$ 3.26,R$ 57.63,R$ 2.33,27/03/2020,1
10122,1335,164,R$ 92.97,R$ 6.39,R$ 99.36,,27/03/2020,1
12157,1600,174,R$ 111.61,R$ 6.98,R$ 118.59,,27/03/2020,1
1667,234,187,R$ 98.98,R$ -,R$ 98.98,,27/03/2020,1
9717,1290,143,R$ 61.20,R$ 3.67,R$ 57.04,R$ 7.83,27/03/2020,1
119,18,198,R$ 70.15,R$ -,R$ 70.15,,26/03/2020,1
11697,1545,31,R$ 105.65,R$ 3.06,R$ 108.71,,26/03/2020,1
3054,439,140,R$ 66.80,R$ 3.34,R$ 70.14,,26/03/2020,1
13818,1828,59,R$ 89.20,R$ 3.57,R$ 92.77,,26/03/2020,1
3562,504,123,R$ 110.93,R$ 6.66,R$ 117.59,,26/03/2020,1
729,92,119,R$ 43.44,R$ 1.74,R$ 45.18,,26/03/2020,1
15639,2098,100,R$ 67.83,R$ 3.05,R$ 70.88,,26/03/2020,1
12456,1642,177,R$ 128.82,R$ 8.37,R$ 137.19,,26/03/2020,1
1593,226,175,R$ 117.32,R$ 8.07,R$ 125.39,,26/03/2020,1
3122,446,88,R$ 105.41,R$ 6.06,R$ 111.47,,26/03/2020,1
12479,1650,107,R$ 50.09,R$ 3.01,R$ 53.10,,26/03/2020,1
13259,1747,198,R$ 70.15,R$ 4.91,R$ 75.06,,26/03/2020,1
2423,336,136,R$ 105.20,R$ 4.52,R$ 109.72,,26/03/2020,1
6964,939,71,R$ 82.80,R$ 5.38,R$ 88.18,,26/03/2020,1
1571,223,124,R$ 110.93,R$ -,R$ 110.93,,26/03/2020,1
14751,1969,115,R$ 77.91,R$ 5.06,R$ 82.97,,26/03/2020,1
182,32,176,R$ 57.92,R$ 1.68,R$ 59.60,,25/03/2020,1
14151,1877,86,R$ 92.31,R$ 5.54,R$ 97.85,,25/03/2020,1
17722,2362,113,R$ 110.48,R$ 4.42,R$ 114.55,R$ 0.34,25/03/2020,0
16392,2179,154,R$ 81.88,R$ 4.91,R$ 86.79,,25/03/2020,1
9969,1317,98,R$ 112.42,R$ 6.75,R$ 119.17,,25/03/2020,1
1280,169,14,R$ 37.65,R$ 1.51,R$ 39.16,,25/03/2020,0
10881,1433,93,R$ 49.82,R$ 3.11,R$ 52.93,,25/03/2020,1
15698,2105,86,R$ 92.31,R$ 4.38,R$ 96.69,,25/03/2020,1
15789,2115,108,R$ 50.09,R$ 3.13,R$ 53.22,,25/03/2020,1
4472,620,169,R$ 59.53,R$ 3.57,R$ 60.29,R$ 2.81,25/03/2020,1
3767,531,1,R$ 44.19,R$ 1.77,R$ 45.96,,25/03/2020,1
3706,522,58,R$ 78.15,R$ -,R$ 78.15,,25/03/2020,1
16159,2152,85,R$ 54.90,R$ 3.29,R$ 53.79,R$ 4.40,25/03/2020,1
16692,2218,180,R$ 68.32,R$ 4.78,R$ 73.10,,25/03/2020,1
16303,2171,71,R$ 82.80,R$ 3.31,R$ 86.11,,25/03/2020,1
8491,1131,57,R$ 122.42,R$ 8.42,R$ 130.84,,25/03/2020,1
7737,1054,160,R$ 47.59,R$ 2.97,R$ 50.56,,25/03/2020,1
10582,1390,119,R$ 43.44,R$ 2.50,R$ 45.94,,25/03/2020,1
7594,1032,116,R$ 114.42,R$ 7.87,R$ 122.29,,25/03/2020,1
11207,1482,150,R$ 128.55,R$ -,R$ 128.55,,25/03/2020,1
5151,694,132,R$ 127.88,R$ 7.67,R$ 131.66,R$ 3.89,25/03/2020,1
6045,814,91,R$ 65.09,R$ 4.07,R$ 69.16,,25/03/2020,1
14590,1946,140,R$ 66.80,R$ 4.01,R$ 70.81,,25/03/2020,1
2152,303,120,R$ 83.50,R$ 5.85,R$ 89.35,,25/03/2020,1
7976,1071,6,R$ 97.44,R$ 3.90,R$ 101.34,,24/03/2020,1
12728,1682,13,R$ 112.63,R$ -,R$ 112.63,,24/03/2020,1
954,132,124,R$ 110.93,R$ 6.66,R$ 117.59,,24/03/2020,1
476,65,86,R$ 92.31,R$ 3.69,R$ 96.00,,24/03/2020,1
1387,187,74,R$ 51.13,R$ 3.58,R$ 54.71,,24/03/2020,1
16114,2146,141,R$ 126.20,R$ 8.68,R$ 134.88,,24/03/2020,1
5710,780,9,R$ 87.47,R$ 3.70,R$ 91.17,,24/03/2020,1
11092,1464,111,R$ 55.53,R$ 3.33,R$ 58.86,,24/03/2020,1
12217,1608,49,R$ 131.43,R$ 5.26,R$ 136.69,,24/03/2020,1
2357,328,49,R$ 131.43,R$ 9.86,R$ 141.29,,24/03/2020,1
10702,1410,98,R$ 112.42,R$ 6.75,R$ 119.17,,24/03/2020,1
9194,1228,165,R$ 38.30,R$ 1.82,R$ 40.12,,24/03/2020,1
12169,1601,126,R$ 125.24,R$ 5.95,R$ 131.19,,24/03/2020,1
1055,148,67,R$ 41.24,R$ 2.89,R$ 44.13,,23/03/2020,1
13069,1724,129,R$ 148.17,R$ 8.89,R$ 157.06,,23/03/2020,1
409,57,108,R$ 50.09,R$ 3.01,R$ 46.68,R$ 6.42,23/03/2020,1
18663,2484,108,R$ 50.09,R$ 2.00,R$ 52.09,,23/03/2020,1
621,74,122,R$ 99.85,R$ 6.99,R$ 100.39,R$ 6.44,23/03/2020,1
14254,1895,174,R$ 111.61,R$ 4.46,R$ 112.52,R$ 3.56,23/03/2020,1
14304,1902,42,R$ 38.00,R$ -,R$ 38.00,,23/03/2020,1
5675,774,66,R$ 136.16,R$ 6.81,R$ 142.97,,23/03/2020,1
10258,1352,187,R$ 98.98,R$ 5.94,R$ 104.92,,23/03/2020,1
12131,1597,143,R$ 61.20,R$ 3.06,R$ 64.26,,23/03/2020,1
9106,1219,41,R$ 63.51,R$ 2.54,R$ 66.05,,23/03/2020,1
3010,423,106,R$ 52.72,R$ 3.16,R$ 55.88,,23/03/2020,1
12082,1593,170,R$ 105.08,R$ 5.78,R$ 110.86,,23/03/2020,1
1777,250,195,R$ 109.78,R$ 6.86,R$ 116.64,,23/03/2020,1
9169,1226,104,R$ 106.44,R$ 6.65,R$ 113.09,,22/03/2020,1
14026,1858,189,R$ 93.28,R$ 6.06,R$ 99.34,,22/03/2020,1
579,72,107,R$ 50.09,R$ 3.01,R$ 53.10,,22/03/2020,1
7306,995,22,R$ 32.14,R$ 1.29,R$ 33.43,,22/03/2020,1
12023,1589,92,R$ 124.89,R$ 8.74,R$ 133.63,,22/03/2020,1
1468,208,33,R$ 47.74,R$ 2.98,R$ 50.72,,22/03/2020,1
743,95,12,R$ 116.01,R$ 7.54,R$ 123.55,,22/03/2020,1
15320,2055,195,R$ 109.78,R$ 5.49,R$ 113.45,R$ 1.82,22/03/2020,1
10841,1429,163,R$ 33.57,R$ 2.01,R$ 27.11,R$ 8.47,22/03/2020,10
15552,2086,104,R$ 106.44,R$ 5.32,R$ 111.76,,22/03/2020,1
9719,1290,61,R$ 23.54,R$ 1.41,R$ 24.95,,22/03/2020,1
1885,266,188,R$ 33.88,R$ 1.95,R$ 35.83,,22/03/2020,1
1692,236,77,R$ 101.02,R$ 6.06,R$ 107.08,,22/03/2020,1
17819,2372,60,R$ 29.80,R$ 2.09,R$ 31.89,,21/03/2020,1
16491,2194,77,R$ 101.02,R$ 6.94,R$ 107.96,,21/03/2020,1
2391,331,192,R$ 69.18,R$ 3.46,R$ 72.64,,21/03/2020,1
5782,789,149,R$ 69.15,R$ 2.77,R$ 71.92,,21/03/2020,1
8341,1119,100,R$ 67.83,R$ 3.39,R$ 71.22,,21/03/2020,1
9585,1272,134,R$ 42.49,R$ 1.80,R$ 36.38,R$ 7.91,21/03/2020,1
18079,2397,140,R$ 66.80,R$ -,R$ 66.80,,21/03/2020,1
10724,1414,17,R$ 79.94,R$ 5.20,R$ 85.14,,21/03/2020,1
17349,2310,143,R$ 61.20,R$ 2.45,R$ 63.65,,21/03/2020,1
7776,1055,47,R$ 84.08,R$ -,R$ 84.08,,21/03/2020,1
2696,376,5,R$ 124.12,R$ 8.69,R$ 132.81,,21/03/2020,1
6321,863,132,R$ 127.88,R$ 5.12,R$ 133.00,,21/03/2020,1
9484,1264,166,R$ 38.30,R$ 1.11,R$ 39.41,,21/03/2020,1
10825,1428,2,R$ 105.12,R$ 6.04,R$ 111.16,,21/03/2020,1
15916,2123,47,R$ 84.08,R$ 2.44,R$ 86.52,,21/03/2020,1
9195,1228,125,R$ 80.40,R$ 3.82,R$ 84.22,,20/03/2020,1
13524,1782,187,R$ 98.98,R$ 3.96,R$ 102.94,,20/03/2020,1
6709,913,115,R$ 77.91,R$ 4.67,R$ 82.58,,20/03/2020,1
14660,1960,14,R$ 37.65,R$ 1.51,R$ 39.16,,20/03/2020,1
11972,1585,76,R$ 63.82,R$ 4.15,R$ 59.22,R$ 8.75,20/03/2020,1
980,138,95,R$ 49.82,R$ 3.43,R$ 53.25,,20/03/2020,1
12292,1617,47,R$ 84.08,R$ 5.04,R$ 89.12,,20/03/2020,0
11677,1541,80,R$ 54.91,R$ 3.29,R$ 58.20,,20/03/2020,1
4585,638,151,R$ 91.61,R$ 5.73,R$ 97.34,,20/03/2020,1
5246,706,148,R$ 138.98,R$ -,R$ 138.98,,20/03/2020,1
10946,1445,189,R$ 93.28,R$ 4.43,R$ 97.71,,19/03/2020,1
11780,1559,174,R$ 111.61,R$ 5.58,R$ 110.57,R$ 6.62,19/03/2020,1
17924,2384,119,R$ 43.44,R$ 2.99,R$ 46.43,,19/03/2020,1
14236,1888,72,R$ 142.20,R$ 8.53,R$ 150.73,,19/03/2020,1
9215,1229,159,R$ 35.53,R$ 2.22,R$ 37.75,,19/03/2020,1
6824,919,55,R$ 95.77,R$ 6.58,R$ 102.35,,19/03/2020,1
18722,2496,77,R$ 101.02,R$ 2.93,R$ 102.02,R$ 1.93,19/03/2020,1
460,63,109,R$ 119.05,R$ 7.14,R$ 126.19,,19/03/2020,1
5611,770,81,R$ 43.93,R$ -,R$ 43.93,,19/03/2020,1
11268,1487,151,R$ 91.61,R$ 5.95,R$ 97.56,,19/03/2020,1
7454,1014,154,R$ 81.88,R$ 5.63,R$ 87.51,,19/03/2020,1
10816,1426,199,R$ 115.43,R$ 7.21,R$ 118.26,R$ 4.38,19/03/2020,1
3961,554,17,R$ 79.94,R$ 4.00,R$ 83.94,,19/03/2020,0
15496,2078,99,R$ 67.83,R$ 4.07,R$ 71.90,,19/03/2020,1
18050,2394,169,R$ 59.53,R$ 3.57,R$ 63.10,,18/03/2020,1
10227,1350,179,R$ 68.32,R$ -,R$ 68.32,,18/03/2020,1
3610,511,119,R$ 43.44,R$ 2.61,R$ 46.05,,18/03/2020,1
1772,246,134,R$ 42.49,R$ 2.12,R$ 44.61,,18/03/2020,1
11948,1585,199,R$ 115.43,R$ 7.50,R$ 122.93,,18/03/2020,1
5828,793,99,R$ 67.83,R$ 3.48,R$ 71.31,,18/03/2020,1
18485,2458,55,R$ 95.77,R$ -,R$ 95.77,,18/03/2020,1
560,70,127,R$ 134.48,R$ 7.40,R$ 141.88,,18/03/2020,1
412,57,17,R$ 79.94,R$ 4.80,R$ 84.74,,18/03/2020,1
15366,2062,109,R$ 119.05,R$ 7.74,R$ 126.79,,18/03/2020,1
15811,2116,133,R$ 68.48,R$ 4.28,R$ 69.33,R$ 3.44,18/03/2020,1
450,63,190,R$ 128.58,R$ 7.72,R$ 136.30,,18/03/2020,1
12341,1625,191,R$ 128.58,R$ 7.72,R$ 136.30,,18/03/2020,1
12995,1713,179,R$ 68.32,R$ -,R$ 68.32,,18/03/2020,1
7435,1011,145,R$ 61.20,R$ -,R$ 61.20,,18/03/2020,1
14100,1869,164,R$ 92.97,R$ 2.70,R$ 95.67,,18/03/2020,1
1764,246,154,R$ 81.88,R$ 4.09,R$ 85.97,,17/03/2020,1
17915,2384,109,R$ 119.05,R$ 8.18,R$ 118.76,R$ 8.47,17/03/2020,10
18522,2462,4,R$ 110.99,R$ 4.69,R$ 114.15,R$ 1.52,17/03/2020,1
6994,942,30,R$ 64.17,R$ 4.01,R$ 68.18,,17/03/2020,1
9986,1319,195,R$ 109.78,R$ 6.59,R$ 116.37,,17/03/2020,1
7534,1027,193,R$ 50.38,R$ 3.15,R$ 44.99,R$ 8.54,17/03/2020,1
18259,2428,91,R$ 65.09,R$ 4.07,R$ 69.16,,17/03/2020,1
12960,1709,60,R$ 29.80,R$ 1.79,R$ 31.59,,17/03/2020,1
12988,1713,170,R$ 105.08,R$ -,R$ 105.08,,17/03/2020,1
6167,829,70,R$ 57.49,R$ 3.95,R$ 61.44,,17/03/2020,1
5344,714,5,R$ 124.12,R$ 7.45,R$ 131.57,,17/03/2020,11
4501,624,98,R$ 112.42,R$ 8.43,R$ 120.85,,17/03/2020,1
1516,216,117,R$ 55.02,R$ 2.20,R$ 49.51,R$ 7.71,17/03/2020,1
6505,888,119,R$ 43.44,R$ 2.50,R$ 45.94,,17/03/2020,1
12135,1597,117,R$ 55.02,R$ 2.75,R$ 57.77,,17/03/2020,1
14139,1874,19,R$ 64.01,R$ 3.20,R$ 67.21,,17/03/2020,1
15528,2084,10,R$ 47.68,R$ 2.62,R$ 50.30,,16/03/2020,1
15250,2049,95,R$ 49.82,R$ 2.86,R$ 52.68,,16/03/2020,1
3249,459,52,R$ 103.68,R$ 6.22,R$ 109.90,,16/03/2020,1
18625,2478,115,R$ 77.91,R$ 3.12,R$ 81.03,,16/03/2020,1
11391,1509,31,R$ 105.65,R$ 4.75,R$ 110.40,,16/03/2020,1
5477,744,160,R$ 47.59,R$ 1.90,R$ 49.49,,16/03/2020,1
9731,1290,99,R$ 67.83,R$ 4.07,R$ 71.90,,16/03/2020,1
308,48,115,R$ 77.91,R$ 5.06,R$ 82.97,,16/03/2020,1
6082,817,150,R$ 128.55,R$ 7.71,R$ 136.26,,16/03/2020,1
16120,2146,152,R$ 48.90,R$ 3.36,R$ 52.26,,16/03/2020,1
3555,504,132,R$ 127.88,R$ 7.67,R$ 135.55,,16/03/2020,1
5402,728,177,R$ 128.82,R$ 6.12,R$ 134.94,,16/03/2020,1
15536,2084,48,R$ 123.21,R$ 6.78,R$ 129.99,,16/03/2020,1
12427,1640,146,R$ 126.05,R$ 5.04,R$ 131.09,,16/03/2020,1
13446,1774,74,R$ 51.13,R$ 2.86,R$ 53.99,,16/03/2020,1
15039,2021,86,R$ 92.31,R$ 3.90,R$ 96.21,,16/03/2020,1
4705,650,166,R$ 38.30,R$ 1.53,R$ 39.83,,16/03/2020,1
1469,208,76,R$ 63.82,R$ 3.99,R$ 67.81,,16/03/2020,1
9678,1283,76,R$ 63.82,R$ 4.47,R$ 68.29,,16/03/2020,1
12634,1672,4,R$ 110.99,R$ -,R$ 110.99,,16/03/2020,1
8914,1199,108,R$ 50.09,R$ 3.51,R$ 53.60,,15/03/2020,1
7712,1050,53,R$ 44.28,R$ 1.77,R$ 46.05,,15/03/2020,1
5283,710,188,R$ 33.88,R$ 2.37,R$ 36.25,,15/03/2020,1
3312,470,83,R$ 81.88,R$ -,R$ 81.88,,15/03/2020,1
16720,2220,10,R$ 47.68,R$ 3.34,R$ 51.02,,15/03/2020,1
3027,432,195,R$ 109.78,R$ 5.16,R$ 107.80,R$ 7.14,15/03/2020,1
11655,1537,66,R$ 136.16,R$ 8.17,R$ 144.33,,15/03/2020,1
3239,458,93,R$ 49.82,R$ 1.99,R$ 51.81,,15/03/2020,1
17492,2335,73,R$ 71.63,R$ 4.92,R$ 76.55,,15/03/2020,1
6128,822,113,R$ 110.48,R$ 3.20,R$ 113.68,,15/03/2020,1
6791,918,169,R$ 59.53,R$ 2.38,R$ 61.91,,15/03/2020,1
8223,1105,150,R$ 128.55,R$ -,R$ 128.55,,15/03/2020,1
12777,1689,141,R$ 126.20,R$ 5.99,R$ 132.19,,15/03/2020,1
7633,1037,91,R$ 65.09,R$ 2.60,R$ 67.69,,15/03/2020,1
14225,1886,7,R$ 148.23,R$ 8.89,R$ 157.12,,15/03/2020,1
14197,1882,137,R$ 67.77,R$ -,R$ 67.77,,15/03/2020,1
4803,658,15,R$ 37.65,R$ 2.64,R$ 40.29,,14/03/2020,1
14834,1976,191,R$ 128.58,R$ -,R$ 128.58,,14/03/2020,1
11872,1571,111,R$ 55.53,R$ 3.82,R$ 59.35,,14/03/2020,1
8422,1126,39,R$ 114.58,R$ 6.87,R$ 121.45,,14/03/2020,1
10373,1366,74,R$ 51.13,R$ 2.81,R$ 53.94,,14/03/2020,0
1492,213,18,R$ 81.90,R$ 3.28,R$ 85.18,,14/03/2020,1
7536,1027,139,R$ 76.78,R$ 4.80,R$ 81.58,,14/03/2020,1
6771,917,63,R$ 133.52,R$ 3.87,R$ 137.39,,14/03/2020,1
5781,789,98,R$ 112.42,R$ 4.50,R$ 116.92,,14/03/2020,1
2849,403,27,R$ 127.52,R$ 7.97,R$ 135.49,,14/03/2020,1
12695,1676,96,R$ 104.82,R$ 7.34,R$ 112.16,,14/03/2020,1
10006,1322,165,R$ 38.30,R$ 2.30,R$ 40.60,,14/03/2020,1
2818,399,191,R$ 128.58,R$ -,R$ 126.09,R$ 2.50,14/03/2020,1
14377,1909,134,R$ 42.49,R$ 2.55,R$ 45.04,,14/03/2020,1
12246,1611,65,R$ 68.23,R$ 3.24,R$ 71.47,,14/03/2020,1
1352,179,116,R$ 114.42,R$ 4.58,R$ 119.00,,14/03/2020,1
3703,522,49,R$ 131.43,R$ -,R$ 131.43,,14/03/2020,1
11660,1538,143,R$ 61.20,R$ -,R$ 52.52,R$ 8.68,14/03/2020,1
17394,2320,171,R$ 105.08,R$ 5.39,R$ 106.51,R$ 3.96,14/03/2020,1
17613,2347,99,R$ 67.83,R$ 2.71,R$ 70.54,,14/03/2020,1
6104,820,9,R$ 87.47,R$ 3.76,R$ 91.23,,14/03/2020,1
5387,724,69,R$ 73.39,R$ 4.40,R$ 77.79,,14/03/2020,1
13457,1774,178,R$ 117.33,R$ 6.57,R$ 123.90,,14/03/2020,1
11297,1492,196,R$ 70.15,R$ 4.03,R$ 74.18,,14/03/2020,1
13558,1786,194,R$ 50.38,R$ 3.27,R$ 45.61,R$ 8.05,14/03/2020,1
9859,1302,127,R$ 134.48,R$ 5.38,R$ 130.68,R$ 9.18,14/03/2020,1
8474,1130,173,R$ 122.37,R$ 4.89,R$ 127.26,,14/03/2020,1
4853,665,154,R$ 81.88,R$ 3.89,R$ 85.77,,14/03/2020,1
11311,1497,127,R$ 134.48,R$ 8.07,R$ 142.55,,14/03/2020,1
14119,1874,67,R$ 41.24,R$ 2.06,R$ 43.30,,14/03/2020,1
3484,497,141,R$ 126.20,R$ 5.99,R$ 132.19,,13/03/2020,1
17851,2375,143,R$ 61.20,R$ 2.59,R$ 56.18,R$ 7.60,13/03/2020,1
11939,1583,24,R$ 112.31,R$ 7.86,R$ 120.17,,13/03/2020,1
12966,1710,144,R$ 61.20,R$ -,R$ 52.10,R$ 9.10,13/03/2020,1
15985,2133,194,R$ 50.38,R$ 3.15,R$ 53.53,,13/03/2020,1
9962,1317,190,R$ 128.58,R$ 7.72,R$ 136.30,,13/03/2020,1
15908,2123,9,R$ 87.47,R$ 2.54,R$ 90.01,,13/03/2020,1
14625,1951,14,R$ 37.65,R$ -,R$ 37.65,,13/03/2020,1
14137,1874,148,R$ 138.98,R$ 6.95,R$ 145.93,,13/03/2020,1
831,112,13,R$ 112.63,R$ 8.45,R$ 121.08,,13/03/2020,1
4487,622,22,R$ 32.14,R$ -,R$ 32.14,,13/03/2020,1
1864,265,8,R$ 98.84,R$ -,R$ 98.84,,13/03/2020,1
8956,1202,39,R$ 114.58,R$ 4.58,R$ 119.16,,13/03/2020,1
14159,1878,48,R$ 123.21,R$ 7.70,R$ 130.91,,13/03/2020,1
16782,2230,18,R$ 81.90,R$ 5.63,R$ 87.53,,13/03/2020,1
